post_id,platform,post_date,post_time,content_type,post_length,likes,comments,shares,saves,views,reach,impressions,profile_visits,followers,engagement_rate,audience_location,audience_age_group
P0904,Twitter,10/17/2023,22:25,Story,240,4089,666,267,173,15107,24822,25594,320,143,19.62,Barcelona,25-34
P0905,Twitter,2/22/2023,4:25,Text,225,736,117,12,3,51610,7612,8194,107,62,10.56,Pokhara,18-24
P0906,YouTube,1/17/2023,17:26,Image,111,2479,206,39,121,46535,31269,33001,99,45,8.25,Rasuwa,35-44
P0907,Twitter,2/23/2023,11:01,Image,162,2930,388,236,109,33327,16361,16545,180,132,21.48,Pokhara,45-54
P0908,Instagram,5/2/2023,2:23,Video,270,1178,132,59,0,53621,25734,27654,257,84,4.95,Rasuwa,25-34
P0909,Instagram,3/11/2023,13:16,Text,193,266,36,10,15,36693,5641,6096,106,123,5.12,Real Madrid,45-54
P0910,Twitter,1/28/2023,17:29,Story,75,3925,398,232,255,14420,35737,36398,249,66,12.51,Rasuwa,45-54
P0911,Instagram,4/23/2023,19:20,Video,225,7685,1151,418,502,4375,42360,46985,21,24,19.7,Pokhara,18-24
P0912,Twitter,11/9/2023,10:27,Video,222,4797,409,465,141,30055,28421,29324,10,48,19.34,Pokhara,18-24
P0913,Instagram,1/4/2023,8:55,Image,224,1020,62,69,15,14583,30643,30856,18,64,3.73,Rasuwa,18-24
P0914,Instagram,12/18/2023,21:47,Text,99,1629,245,45,47,52241,9747,10244,121,99,18.73,Real Madrid,45-54
P0915,YouTube,12/25/2023,2:45,Reel,68,2006,75,16,90,52343,25558,26985,171,26,7.77,Barcelona,25-34
P0916,TikTok,10/29/2023,23:21,Reel,212,3297,492,248,49,7365,46379,48741,45,73,8.28,Kathmandu,45-54
P0917,Twitter,10/30/2023,20:31,Video,168,1925,251,129,83,19930,14439,15114,242,120,15.25,Barcelona,18-24
P0918,TikTok,4/8/2023,2:21,Story,157,2181,262,51,145,48732,27625,28723,267,72,8.68,Rasuwa,35-44
P0919,Instagram,1/14/2023,11:15,Text,198,83,11,8,3,18275,3697,3897,338,110,2.62,Rasuwa,18-24
P0920,YouTube,4/23/2023,22:41,Text,179,3312,182,84,55,32778,21841,24197,186,120,14.79,Barcelona,45-54
P0921,Instagram,9/8/2023,3:08,Story,183,3514,328,240,105,57060,20227,21744,68,49,18.77,Rasuwa,45-54
P0922,TikTok,11/23/2023,13:47,Text,126,1962,219,38,63,4850,15648,16718,60,87,13.27,Pokhara,25-34
P0923,Instagram,2/19/2023,4:53,Image,256,1677,88,41,85,1715,26547,27795,283,118,6.5,Barcelona,35-44
P0924,Instagram,3/31/2023,5:03,Text,214,1513,134,41,78,45819,32095,32657,274,114,5.17,Kathmandu,18-24
P0925,TikTok,4/4/2023,7:25,Story,184,797,67,11,16,43294,19727,20938,347,92,4.18,Real Madrid,25-34
P0926,Instagram,8/19/2023,7:27,Image,112,7996,465,364,415,44841,39119,40523,195,58,21.78,Kathmandu,25-34
P0927,Instagram,6/3/2023,14:15,Video,272,2599,50,214,140,28619,42077,45249,263,37,6.33,Pokhara,25-34
P0928,Twitter,6/15/2023,17:52,Image,58,5757,776,535,135,17610,36609,37923,26,55,18.64,Rasuwa,18-24
P0929,Instagram,4/24/2023,16:11,Image,143,1119,220,89,24,42987,45506,47139,252,49,3.03,Kathmandu,35-44
P0930,TikTok,3/2/2023,6:11,Text,253,3687,96,22,35,50617,44545,48630,17,109,7.82,Barcelona,45-54
P0931,TikTok,9/7/2023,8:05,Reel,170,2814,290,206,23,39537,22654,24263,96,127,13.64,Barcelona,18-24
P0932,TikTok,1/25/2023,4:03,Video,99,223,15,10,0,33257,2044,2140,10,5,11.59,Barcelona,45-54
P0933,Instagram,8/20/2023,21:04,Video,272,3426,38,256,198,13129,16698,17809,101,52,20.89,Pokhara,25-34
P0934,Instagram,5/29/2023,23:52,Story,258,898,47,85,56,27630,4357,4620,116,38,22.29,Real Madrid,18-24
P0935,YouTube,1/16/2023,3:28,Story,176,3321,374,46,14,38451,44095,44504,341,81,8.41,Pokhara,18-24
P0936,TikTok,8/14/2023,9:20,Image,248,2776,418,243,96,21443,33657,36020,45,129,9.54,Rasuwa,18-24
P0937,Twitter,2/4/2023,0:22,Video,106,1323,228,125,21,41894,27204,27332,201,30,6.13,Pokhara,45-54
P0938,TikTok,10/23/2023,2:08,Image,274,1413,77,46,22,55943,7645,8316,223,21,18.47,Pokhara,45-54
P0939,YouTube,10/30/2023,23:43,Story,176,6224,135,447,242,26162,45776,49813,203,111,13.66,Rasuwa,45-54
P0940,YouTube,11/14/2023,1:43,Story,138,4449,524,61,248,45716,41868,42964,58,111,11.72,Pokhara,35-44
P0941,Twitter,3/21/2023,13:26,Image,75,440,38,43,11,36703,5848,6032,95,114,8.64,Real Madrid,18-24
P0942,YouTube,8/15/2023,20:01,Image,161,4780,861,464,16,30723,34987,36769,65,149,16.6,Kathmandu,18-24
P0943,Instagram,10/28/2023,21:38,Text,210,2926,444,116,162,18683,17992,19050,91,137,18.3,Pokhara,35-44
P0944,Twitter,6/18/2023,21:08,Story,99,164,20,11,2,4644,4829,5072,237,81,3.84,Barcelona,35-44
P0945,TikTok,11/4/2023,19:21,Video,162,485,35,15,16,4610,18828,20318,114,129,2.63,Real Madrid,45-54
P0946,TikTok,6/9/2023,7:48,Reel,126,321,11,19,16,43018,11006,11570,250,98,3.03,Barcelona,45-54
P0947,TikTok,3/26/2023,19:59,Video,183,7167,1024,482,45,44679,34831,37912,284,50,22.88,Kathmandu,45-54
P0948,Instagram,11/22/2023,12:42,Image,227,4049,278,101,227,37746,43008,44087,197,26,10.04,Real Madrid,25-34
P0949,Twitter,7/12/2023,7:58,Text,227,3578,618,176,69,51392,39211,40608,38,5,10.77,Kathmandu,18-24
P0950,YouTube,12/17/2023,4:42,Text,194,4183,474,305,100,23014,26171,27619,279,28,17.97,Pokhara,18-24
P0951,Twitter,7/5/2023,11:45,Text,207,7857,133,671,261,38820,40262,44682,142,61,19.38,Pokhara,25-34
P0952,TikTok,10/4/2023,1:13,Story,255,235,40,13,1,4733,12487,12562,329,141,2.29,Real Madrid,25-34
P0953,YouTube,7/20/2023,15:38,Image,138,866,78,47,27,39732,7596,8064,280,72,12.29,Pokhara,25-34
P0954,Instagram,2/13/2023,18:30,Story,120,1063,165,86,29,2474,34884,35201,172,14,3.73,Real Madrid,45-54
P0955,Instagram,12/12/2023,17:20,Reel,193,2907,60,177,159,41066,19086,20291,39,39,15.49,Real Madrid,18-24
P0956,TikTok,4/13/2023,10:24,Story,177,3120,28,256,205,23925,28817,30685,154,132,11.09,Rasuwa,35-44
P0957,Instagram,12/7/2023,21:14,Reel,266,3460,464,253,59,17730,26445,27211,123,76,15.35,Real Madrid,25-34
P0958,YouTube,4/1/2023,6:09,Video,118,429,83,16,0,14505,3028,3045,80,115,17.34,Rasuwa,18-24
P0959,TikTok,11/2/2023,12:33,Text,56,74,10,6,3,44554,6564,6923,18,128,1.3,Rasuwa,18-24
P0960,TikTok,11/15/2023,11:31,Story,251,2884,493,169,149,32889,20933,22492,141,112,15.77,Kathmandu,18-24
P0961,Instagram,4/19/2023,16:43,Image,265,6204,468,477,352,38175,42643,44092,72,113,16.21,Rasuwa,25-34
P0962,TikTok,1/18/2023,10:54,Text,191,2672,61,251,3,41107,19743,20777,156,65,14.36,Pokhara,35-44
P0963,Instagram,10/19/2023,22:02,Story,85,3866,91,61,171,55577,37509,41554,240,124,9.67,Barcelona,25-34
P0964,Twitter,8/9/2023,15:42,Text,116,4128,44,338,191,20352,37833,40968,15,138,11.01,Kathmandu,18-24
P0965,YouTube,6/3/2023,12:42,Story,192,1427,144,97,90,37847,41237,41348,311,102,4.03,Barcelona,25-34
P0966,YouTube,3/27/2023,4:31,Reel,68,6538,645,313,379,40135,38151,41591,170,33,18.02,Kathmandu,18-24
P0967,Instagram,6/22/2023,20:12,Image,233,325,14,14,15,25914,43062,45445,79,136,0.78,Rasuwa,35-44
P0968,TikTok,12/28/2023,20:31,Reel,100,4961,207,252,134,19011,28267,29619,232,51,18.3,Barcelona,35-44
P0969,YouTube,12/2/2023,7:28,Reel,266,5165,214,132,70,8780,35929,35969,277,14,15.32,Rasuwa,35-44
P0970,Instagram,3/31/2023,3:45,Story,213,386,42,28,23,43390,2323,2344,306,85,19.45,Rasuwa,45-54
P0971,YouTube,9/26/2023,1:25,Video,137,2889,79,153,12,49463,25662,28419,236,17,10.98,Pokhara,18-24
P0972,YouTube,3/14/2023,20:12,Story,180,8649,678,273,58,12963,42424,43613,271,114,22.01,Pokhara,35-44
P0973,Instagram,7/15/2023,21:33,Story,243,130,17,11,5,58665,16479,16824,210,63,0.94,Kathmandu,18-24
P0974,TikTok,11/23/2023,3:12,Video,186,7092,308,114,388,51402,46703,49292,240,141,15.24,Real Madrid,35-44
P0975,Twitter,4/9/2023,8:00,Image,108,65,12,5,3,52140,1272,1365,324,112,6.01,Kathmandu,45-54
P0976,TikTok,6/23/2023,17:16,Reel,99,6873,462,71,5,46075,48212,48309,251,80,15.33,Real Madrid,18-24
P0977,Instagram,12/11/2023,12:22,Image,228,8562,1116,730,154,49696,46264,49878,196,62,20.87,Real Madrid,35-44
P0978,TikTok,2/4/2023,17:28,Text,109,3577,425,160,76,9935,27894,29187,70,113,14.26,Kathmandu,18-24
P0979,Twitter,6/4/2023,9:13,Reel,86,1335,11,60,15,59142,7252,7588,70,143,18.53,Kathmandu,35-44
P0980,TikTok,5/13/2023,15:53,Reel,52,1147,208,102,43,22286,7284,7403,334,64,19.68,Kathmandu,25-34
P0981,Instagram,6/19/2023,1:46,Text,165,2800,229,155,40,3962,15507,16990,38,91,18.74,Barcelona,18-24
P0982,YouTube,12/8/2023,15:17,Reel,259,362,35,11,23,51094,3444,3645,288,55,11.19,Rasuwa,35-44
P0983,TikTok,1/30/2023,8:40,Story,139,797,146,70,10,22183,7359,8167,184,45,12.4,Barcelona,35-44
P0984,TikTok,7/9/2023,14:02,Text,232,945,10,37,59,58641,5494,5529,232,111,17.94,Rasuwa,45-54
P0985,Instagram,1/12/2023,3:45,Video,175,675,41,27,45,27834,46123,49139,338,68,1.51,Kathmandu,45-54
P0986,YouTube,2/21/2023,15:36,Reel,229,3754,457,260,199,57304,37707,38747,42,57,11.54,Pokhara,18-24
P0987,TikTok,8/31/2023,21:42,Reel,221,179,21,14,11,28250,4744,4824,63,14,4.44,Barcelona,25-34
P0988,Twitter,4/27/2023,2:20,Text,196,1548,26,21,83,18768,21917,23015,85,28,6.93,Real Madrid,18-24
P0989,YouTube,2/2/2023,23:23,Image,232,2102,96,203,134,36486,22558,24626,336,41,9.75,Real Madrid,25-34
P0990,Instagram,4/10/2023,23:44,Text,242,4721,478,298,7,44899,45045,46198,278,91,11.9,Real Madrid,35-44
P0991,Twitter,9/27/2023,5:48,Text,64,4973,34,38,91,10858,30124,33017,125,66,15.28,Barcelona,25-34
P0992,TikTok,11/10/2023,15:41,Reel,190,4592,906,161,131,48123,33676,34306,95,99,16.5,Real Madrid,18-24
P0993,Twitter,9/5/2023,15:20,Image,176,1505,175,150,11,4918,30653,30731,139,23,5.95,Real Madrid,25-34
P0994,TikTok,6/12/2023,23:08,Reel,72,1259,196,32,48,37723,26236,28455,150,34,5.23,Rasuwa,18-24
P0995,Twitter,9/24/2023,14:12,Image,234,446,16,22,1,35274,13363,14723,279,93,3.29,Pokhara,18-24
P0996,TikTok,1/19/2023,9:03,Image,111,3682,715,39,17,19171,32904,35000,233,67,12.67,Barcelona,25-34
P0997,Instagram,3/17/2023,4:26,Reel,232,8932,535,425,445,11125,44029,46163,151,130,21.43,Pokhara,18-24
P0998,TikTok,5/12/2023,21:06,Video,58,1050,73,22,43,57496,21111,22473,149,30,5.1,Kathmandu,35-44
P0999,TikTok,5/8/2023,13:01,Story,91,1433,54,103,42,50838,17954,19414,305,145,8.19,Pokhara,25-34
P1000,Instagram,5/5/2023,21:05,Text,214,6691,854,451,397,6291,31691,34569,197,148,23.13,Real Madrid,25-34
